time_and_date,air_pressure,temperature,wind_direction,humidity,wind_speed,precipitation,soil_moisture,flood_risk
2024-09-19 16:02:55,1026.01,30.96,141.6,41.62,1.94,221.16,36.63,Low
2024-09-19 16:03:10,1039.37,35.43,100.17,89.45,7.11,227.36,53.41,Low
2024-09-19 16:03:16,1032.9,2.23,296.44,73.96,10.95,872.82,16.93,Low
2024-09-19 16:03:20,1015.97,20.99,121.39,67.0,6.22,794.56,45.68,High
2024-09-19 16:03:23,1007.76,-1.63,262.9,89.14,13.55,826.6,38.18,High
2024-09-19 16:03:27,1013.1,24.37,243.22,41.49,13.25,830.26,60.19,High
2024-09-19 16:03:30,1034.18,39.32,297.27,67.74,2.51,715.5,35.22,Moderate
2024-09-19 16:03:34,1025.12,21.95,5.63,40.83,10.99,693.06,35.92,Moderate
2024-09-19 16:03:40,992.96,31.94,358.14,35.92,5.42,421.63,26.92,Low
2024-09-19 16:03:43,1008.5,8.43,90.95,86.72,6.52,979.79,60.45,High
2024-09-19 16:03:47,1021.85,41.98,300.22,58.19,12.82,854.69,40.43,High
2024-09-19 16:04:02,998.11,29.54,321.65,78.46,11.75,964.92,44.06,High
2024-09-19 16:04:05,998.03,28.12,120.97,53.88,19.88,778.87,53.84,High
2024-09-19 16:04:15,1019.35,52.93,35.76,42.18,6.97,884.68,69.54,High
2024-09-19 16:04:18,1012.96,-6.9,46.56,49.87,14.6,172.68,43.33,Low
2024-09-19 16:04:27,994.17,36.3,90.29,53.34,17.6,951.57,24.65,Moderate
2024-09-19 16:04:30,1024.56,40.9,348.19,85.91,14.98,186.24,13.87,Low
2024-09-19 16:04:36,1020.89,42.46,162.22,39.41,1.42,517.74,38.31,Moderate
2024-09-19 16:04:45,1013.45,17.85,179.91,74.35,3.53,956.32,25.26,Moderate
2024-09-19 16:04:57,1042.43,41.68,335.58,59.49,12.57,581.58,13.26,Low
2024-09-19 16:05:01,987.93,39.75,197.21,88.11,2.33,624.8,32.04,Moderate
2024-09-19 16:05:04,1048.32,41.63,343.83,66.52,16.55,765.38,54.11,High
2024-09-19 16:05:11,1045.88,-0.8,119.0,32.48,5.8,911.35,66.66,High
2024-09-19 16:05:14,1026.19,-1.68,224.29,56.12,13.92,816.0,32.46,High
2024-09-19 16:05:23,1044.4,19.48,15.39,45.77,7.39,187.03,57.23,Low
2024-09-19 16:05:27,1012.66,9.1,237.83,67.53,12.74,254.28,57.09,Low
2024-09-19 16:05:30,1042.84,20.85,111.49,56.77,16.72,739.39,10.84,Low
2024-09-19 16:06:13,1046.96,21.17,275.98,44.67,18.09,996.28,67.37,High
2024-09-19 16:06:25,982.49,22.52,251.42,32.69,10.01,198.72,50.54,Low
2024-09-19 16:06:37,986.04,45.67,156.3,80.55,12.73,669.46,11.86,Low
2024-09-19 16:06:40,991.15,27.63,152.65,88.61,12.03,573.21,48.96,Moderate
2024-09-19 16:06:46,1029.13,13.1,186.39,34.16,19.99,491.96,53.61,Low
2024-09-19 16:06:49,1031.91,37.4,230.99,35.22,2.49,234.74,61.26,Low
2024-09-19 16:06:55,1037.93,14.1,6.42,56.47,11.47,846.86,66.99,High
2024-09-19 16:06:58,1012.53,21.49,13.42,74.46,7.5,337.83,51.9,Low
2024-09-19 16:07:01,1008.2,8.4,342.71,41.83,18.56,528.79,69.59,Moderate
2024-09-19 16:07:04,1049.06,48.65,157.05,42.54,15.83,740.3,26.67,Moderate
2024-09-19 16:07:07,1000.48,19.53,286.34,74.33,14.92,918.23,13.96,Low
2024-09-19 16:07:19,984.7,-6.69,0.5,74.41,2.96,465.95,54.1,Low
2024-09-19 16:07:22,1004.31,9.13,53.07,73.05,11.55,763.4,36.63,High
2024-09-19 16:07:31,1021.44,45.26,202.7,32.49,16.78,205.39,62.61,Low
2024-09-19 16:07:34,1038.75,-5.79,69.75,33.95,19.49,806.61,16.69,Low
2024-09-19 16:07:37,1003.29,14.18,175.91,48.14,7.15,801.42,28.33,Moderate
2024-09-19 16:07:41,999.76,55.71,263.61,72.94,17.67,368.29,16.82,Low
2024-09-19 16:07:44,1015.62,9.01,231.6,33.51,19.14,980.79,42.67,High
2024-09-19 16:07:50,1013.39,50.8,0.68,51.67,7.65,642.37,21.65,Moderate
2024-09-19 16:07:56,1027.59,4.91,137.99,45.34,10.87,249.95,69.04,Low
2024-09-19 16:07:59,1038.0,25.18,193.12,43.75,16.85,631.65,32.9,Moderate
2024-09-19 16:08:08,1035.03,-9.38,70.35,57.73,5.85,637.74,49.12,Moderate
2024-09-19 16:08:23,1031.94,30.22,329.3,44.91,18.2,442.19,56.68,Low
2024-09-19 16:08:29,1006.87,-0.42,276.75,77.2,0.8,733.11,24.81,Moderate
2024-09-19 16:08:32,1006.3,19.61,300.49,30.85,10.51,966.55,63.91,High
2024-09-19 16:08:38,1003.41,44.12,29.46,87.98,19.41,471.64,62.9,Low
2024-09-19 16:08:54,981.48,29.27,14.44,45.64,19.85,202.85,25.36,Low
2024-09-19 16:08:57,1037.9,25.27,299.93,39.35,7.79,582.63,33.14,Moderate
2024-09-19 16:09:09,1000.18,28.37,77.49,64.05,6.47,181.46,16.94,Low
2024-09-19 16:09:12,999.65,-3.31,79.8,48.65,0.56,852.11,18.98,Low
2024-09-19 16:09:33,1034.47,21.91,177.96,33.93,10.17,877.07,56.98,High
2024-09-19 16:09:39,1030.74,-5.03,288.97,42.13,10.04,196.5,28.54,Low
2024-09-19 16:09:51,1002.88,57.45,114.98,69.76,14.81,756.1,33.53,High
2024-09-19 16:09:57,987.04,47.21,303.05,60.16,17.07,421.64,20.13,Low
2024-09-19 16:10:09,1031.59,-8.85,216.68,89.08,10.4,381.62,26.38,Low
2024-09-19 16:10:13,1044.66,31.61,201.8,60.72,12.22,136.55,21.31,Low
2024-09-19 16:10:22,991.92,6.68,183.2,46.85,6.75,805.73,45.75,High
2024-09-19 16:10:34,1006.38,19.86,242.08,34.36,9.89,892.55,65.13,High
2024-09-19 16:10:43,993.56,53.9,341.38,86.8,11.41,958.49,55.2,High
2024-09-19 16:10:52,1002.47,22.64,84.21,74.67,17.16,215.05,32.26,Low
2024-09-19 16:11:04,1049.77,39.86,251.03,59.36,4.98,593.28,52.53,Moderate
2024-09-19 16:11:07,1018.54,42.35,339.1,47.84,0.66,770.12,49.33,High
2024-09-19 16:11:16,992.93,22.83,281.32,69.84,17.08,238.4,20.04,Low
2024-09-19 16:11:22,1038.03,41.32,341.18,52.78,18.36,392.47,32.44,Low
2024-09-19 16:11:31,1035.72,51.1,82.98,33.38,4.7,421.15,66.11,Low
2024-09-19 16:11:44,993.85,28.21,73.7,65.04,0.58,694.2,22.37,Moderate
2024-09-19 16:11:47,1026.94,4.18,273.29,39.75,0.57,873.2,14.11,Low
2024-09-19 16:11:53,990.46,1.45,255.35,50.38,5.26,160.64,62.98,Low
2024-09-19 16:11:56,987.72,-1.06,303.64,66.1,10.38,649.74,25.85,Moderate
2024-09-19 16:11:59,1007.58,5.59,0.98,34.45,7.07,731.65,40.34,High
2024-09-19 16:12:02,1049.31,20.17,334.4,80.65,3.23,148.04,18.7,Low
2024-09-19 16:12:14,1043.07,24.24,96.14,59.07,17.59,654.75,46.38,Moderate
2024-09-19 16:12:35,991.62,48.32,154.84,79.08,12.04,377.47,14.46,Low
2024-09-19 16:12:44,1048.04,4.13,158.25,75.06,0.04,997.89,64.63,High
2024-09-19 16:12:57,1033.57,28.42,104.42,63.56,3.91,778.23,58.82,High
2024-09-19 16:13:03,982.8,49.07,71.13,55.15,1.08,890.43,51.18,High
2024-09-19 16:13:12,1012.71,19.98,75.4,81.02,4.83,737.96,62.41,High
2024-09-19 16:13:21,989.42,22.62,324.65,81.65,9.24,911.94,28.4,Moderate
2024-09-19 16:13:45,1035.64,24.93,261.22,49.59,8.49,684.62,69.26,Moderate
2024-09-19 16:13:48,997.66,1.13,261.58,40.81,4.5,156.4,37.24,Low
2024-09-19 16:13:51,1025.47,44.02,90.96,66.09,4.96,985.74,26.16,Moderate
2024-09-19 16:13:54,1001.51,5.73,268.17,85.15,6.54,910.42,46.11,High
2024-09-19 16:13:57,997.14,-1.75,108.09,33.83,8.81,856.46,56.35,High
2024-09-19 16:14:07,996.8,23.6,61.39,56.93,1.97,681.5,48.93,Moderate
2024-09-19 16:14:16,987.52,21.71,20.63,80.02,15.72,228.39,48.79,Low
2024-09-19 16:14:34,1000.63,23.13,260.59,46.91,0.66,367.9,51.53,Low
2024-09-19 16:14:38,1041.99,30.04,146.61,32.3,3.29,788.42,26.11,Moderate
2024-09-19 16:14:56,1048.63,-4.36,208.2,71.77,12.64,648.9,14.42,Low
2024-09-19 16:15:02,1017.19,3.85,241.25,64.21,12.93,508.93,18.12,Low
2024-09-19 16:15:08,993.17,12.37,315.03,86.33,7.33,844.2,46.0,High
2024-09-19 16:15:14,1012.87,10.44,71.95,64.46,16.85,343.32,40.65,Low
2024-09-19 16:15:20,993.68,14.05,19.46,46.47,15.36,691.11,28.87,Moderate
2024-09-19 16:15:23,1044.1,53.56,134.17,42.14,7.06,614.77,35.52,Moderate
2024-09-19 16:15:26,981.1,31.99,240.92,61.88,12.61,684.62,21.82,Moderate
2024-09-19 16:15:36,1048.85,7.26,102.55,49.25,15.9,332.31,37.32,Low
2024-09-19 16:15:39,998.36,55.09,169.28,85.84,15.37,580.8,11.17,Low
2024-09-19 16:15:42,1041.62,11.08,70.42,84.2,13.01,707.29,23.64,Moderate
2024-09-19 16:15:48,989.7,52.99,285.85,58.2,9.35,824.04,32.79,High
2024-09-19 16:15:51,1023.16,29.56,294.4,88.58,11.38,584.29,23.55,Moderate
2024-09-19 16:15:54,1023.26,17.57,110.73,58.6,16.98,231.35,33.62,Low
2024-09-19 16:15:57,1038.48,38.44,319.23,76.07,6.47,165.82,63.0,Low
2024-09-19 16:16:03,1033.63,7.26,35.24,57.32,11.48,347.81,68.72,Low
2024-09-19 16:16:09,1006.27,10.9,99.76,61.15,8.16,323.58,21.4,Low
2024-09-19 16:16:21,1019.22,14.51,278.51,30.84,3.63,829.34,25.41,Moderate
2024-09-19 16:16:45,1022.02,28.79,75.67,79.5,4.6,738.38,30.96,High
2024-09-19 16:17:01,1048.86,35.88,250.43,33.11,16.58,900.86,16.71,Low
2024-09-19 16:17:07,995.1,36.04,189.66,51.32,15.32,784.06,62.77,High
2024-09-19 16:17:10,1005.71,34.98,172.03,88.67,2.05,844.91,54.31,High
2024-09-19 16:17:13,1042.64,56.39,43.8,69.85,14.28,472.28,18.81,Low
2024-09-19 16:17:22,1006.66,51.26,121.6,72.09,4.78,737.18,23.5,Moderate
2024-09-19 16:17:34,1038.14,42.9,39.45,83.02,11.42,293.88,63.17,Low
2024-09-19 16:17:37,1045.99,50.15,304.36,48.52,2.59,132.42,37.1,Low
2024-09-19 16:17:43,1022.23,8.52,130.9,84.87,6.22,291.34,31.09,Low
2024-09-19 16:17:46,1019.81,56.31,221.86,85.56,11.86,612.31,66.02,Moderate
2024-09-19 16:18:01,981.38,-9.1,116.3,66.2,1.99,933.01,42.79,High
2024-09-19 16:18:05,1023.07,4.65,283.71,59.8,5.77,909.41,37.53,High
2024-09-19 16:18:08,998.85,5.96,299.82,68.27,13.55,350.29,63.56,Low
2024-09-19 16:18:14,1016.88,31.97,192.62,64.11,5.32,894.65,61.16,High
2024-09-19 16:18:23,1035.1,20.8,11.69,47.06,18.09,817.03,35.47,High
2024-09-19 16:18:38,1029.0,12.79,102.98,70.5,11.83,448.98,12.3,Low
2024-09-19 16:18:41,982.05,2.29,229.34,88.8,0.38,573.28,57.95,Moderate
2024-09-19 16:18:44,1029.84,-0.58,26.65,38.18,18.22,767.03,37.62,High
2024-09-19 16:18:50,1031.95,18.25,42.27,37.78,7.56,950.27,40.32,High
2024-09-19 16:18:53,991.75,18.44,143.51,82.67,0.67,710.65,32.26,Moderate
2024-09-19 16:19:45,1019.21,43.21,57.44,47.47,3.43,971.02,19.24,Low
2024-09-19 16:19:54,986.64,47.54,121.03,81.99,4.07,578.36,17.55,Low
2024-09-19 16:19:57,1034.57,17.87,296.66,86.63,3.59,354.5,26.76,Low
2024-09-19 16:20:06,983.59,20.13,135.81,65.82,16.12,763.33,10.39,Low
2024-09-19 16:20:12,1036.27,57.9,178.97,77.79,0.82,554.19,20.15,Moderate
2024-09-19 16:20:15,984.11,-7.73,127.75,47.48,5.0,729.67,30.87,Moderate
2024-09-19 16:20:33,1006.06,9.8,182.87,31.48,9.65,171.32,47.41,Low
2024-09-19 16:20:36,1006.95,-8.96,173.4,67.8,6.91,807.66,44.07,High
2024-09-19 16:20:46,1030.89,29.34,343.74,32.66,4.14,229.97,69.37,Low
2024-09-19 16:20:52,1031.29,37.22,232.09,37.22,8.37,934.79,21.83,Moderate
2024-09-19 16:20:58,1028.53,32.75,324.46,68.12,12.68,270.96,45.32,Low
2024-09-19 16:21:01,1007.48,49.74,312.71,53.94,1.73,220.34,49.49,Low
2024-09-19 16:21:10,1003.68,50.44,189.85,53.26,12.43,761.09,30.75,High
2024-09-19 16:21:13,1004.73,43.67,58.29,88.69,8.57,133.25,60.85,Low
2024-09-19 16:21:16,1007.94,44.57,222.39,55.39,5.03,299.28,49.07,Low
2024-09-19 16:21:28,1035.91,7.03,262.87,30.67,0.18,203.55,20.73,Low
2024-09-19 16:21:34,1002.77,41.31,232.04,30.8,17.98,485.27,56.03,Low
2024-09-19 16:21:40,995.35,5.63,53.65,75.91,2.27,975.67,11.8,Low
2024-09-19 16:21:50,1010.6,50.81,127.87,79.53,15.62,947.63,11.11,Low
2024-09-19 16:21:56,1024.33,37.71,224.35,76.72,11.22,794.81,31.92,High
2024-09-19 16:21:59,1042.15,38.64,148.18,77.24,17.3,923.72,48.28,High
2024-09-19 16:22:02,1002.5,13.37,235.4,33.8,1.49,989.27,10.3,Low
2024-09-19 16:22:05,1019.14,56.26,43.56,69.7,15.78,781.77,24.98,Moderate
2024-09-19 16:22:14,1033.42,31.87,20.35,83.0,3.17,350.63,35.53,Low
2024-09-19 16:22:29,1035.51,3.22,21.56,88.24,16.06,623.63,64.78,Moderate
2024-09-19 16:22:32,1039.16,29.41,213.75,89.66,14.33,870.94,24.51,Moderate
2024-09-19 16:22:41,980.55,9.08,19.11,32.31,11.28,920.82,16.5,Low
2024-09-19 16:22:44,1026.82,49.62,89.8,48.29,9.69,361.11,50.06,Low
2024-09-19 16:22:54,1018.64,2.53,199.31,58.48,17.43,628.91,49.14,Moderate
2024-09-19 16:23:00,984.14,40.51,108.9,66.91,19.72,813.88,35.72,High
2024-09-19 16:23:03,1005.7,50.31,331.26,53.46,7.04,432.74,40.31,Low
2024-09-19 16:23:06,1034.09,37.94,144.18,32.19,0.07,757.73,11.77,Low
2024-09-19 16:23:09,1028.62,41.11,85.79,73.57,18.38,740.05,40.43,High
2024-09-19 16:23:12,992.93,0.93,94.31,40.93,9.57,635.38,65.48,Moderate
2024-09-19 16:23:21,983.28,-9.94,198.48,60.8,10.86,141.46,67.6,Low
2024-09-19 16:23:54,1029.76,13.21,268.42,84.96,19.41,885.44,42.81,High
2024-09-19 16:24:03,985.82,24.79,196.3,69.66,4.23,509.95,15.52,Low
2024-09-19 16:24:07,987.59,14.48,228.42,78.21,0.56,645.31,36.33,Moderate
2024-09-19 16:24:19,994.42,32.82,189.05,44.5,5.02,563.61,40.05,Moderate
2024-09-19 16:24:25,982.73,15.52,37.57,72.71,8.22,370.9,43.64,Low
2024-09-19 16:24:32,1043.92,-3.72,5.87,64.21,0.74,368.45,26.98,Low
2024-09-19 16:24:50,1014.73,29.27,147.0,67.62,16.63,616.77,57.22,Moderate
2024-09-19 16:24:56,1049.99,26.79,258.14,80.55,12.22,887.91,37.58,High
2024-09-19 16:24:59,983.57,40.26,25.1,48.06,6.07,453.86,53.83,Low
2024-09-19 16:25:02,990.56,23.48,128.02,74.26,14.5,138.17,12.91,Low
2024-09-19 16:25:14,1013.29,-1.92,152.34,85.52,15.65,339.74,26.57,Low
2024-09-19 16:25:29,999.72,11.9,149.11,49.81,10.13,718.09,37.17,Moderate
2024-09-19 16:25:32,1030.58,14.08,142.61,54.92,17.84,527.89,27.25,Moderate
2024-09-19 16:25:42,991.1,5.98,144.78,81.98,11.64,688.79,25.91,Moderate
2024-09-19 16:25:51,1047.0,50.39,35.56,58.69,2.07,139.47,44.87,Low
2024-09-19 16:26:00,1007.08,-8.25,263.14,76.02,3.37,364.89,28.01,Low
2024-09-19 16:26:03,1040.59,53.95,69.24,81.33,6.3,684.84,69.32,Moderate
2024-09-19 16:26:06,1013.78,27.95,45.58,67.19,6.87,281.16,30.89,Low
2024-09-19 16:26:31,1031.6,38.57,166.23,79.59,6.21,200.89,59.83,Low
2024-09-19 16:26:40,995.01,-5.7,258.32,89.64,17.33,259.58,60.78,Low
2024-09-19 16:26:46,1020.47,4.71,326.87,49.98,3.8,465.3,47.01,Low
2024-09-19 16:27:01,1021.44,39.37,134.41,66.3,3.37,448.68,45.18,Low
2024-09-19 16:27:10,1011.26,-6.02,86.62,83.25,4.56,196.1,60.51,Low
2024-09-19 16:27:25,1027.8,47.05,118.35,75.27,0.36,299.68,66.38,Low
2024-09-19 16:27:31,985.47,48.22,51.53,57.74,16.36,176.97,21.82,Low
2024-09-19 16:27:44,982.29,31.8,98.47,50.22,18.86,135.79,15.05,Low
2024-09-19 16:28:08,1007.03,55.63,179.02,61.89,8.03,682.93,10.7,Low
2024-09-19 16:28:14,1034.31,18.5,43.61,37.35,11.85,117.46,34.71,Low
2024-09-19 16:28:17,980.59,-5.11,282.32,51.0,5.86,489.08,59.06,Low
2024-09-19 16:28:23,1030.32,17.3,282.84,73.93,12.91,543.22,60.02,Moderate
2024-09-19 16:28:38,1006.17,43.95,192.18,38.44,12.3,712.74,20.31,Moderate
2024-09-19 16:28:41,1028.93,51.28,72.16,39.32,4.3,473.48,31.55,Low
2024-09-19 16:28:50,1040.92,26.22,50.42,72.7,0.76,950.12,21.61,Moderate
2024-09-19 16:28:59,1032.87,25.24,333.68,82.46,16.64,464.59,67.97,Low
2024-09-19 16:29:27,989.27,-1.97,212.68,79.65,14.32,987.63,16.13,Low
2024-09-19 16:29:36,1024.58,-1.04,204.62,43.73,17.53,548.45,68.11,Moderate
2024-09-19 16:29:39,1049.77,14.28,67.16,65.48,4.73,604.83,19.5,Low
2024-09-19 16:30:06,984.28,50.5,327.61,33.8,4.35,295.67,42.19,Low
2024-09-19 16:30:09,1048.35,-7.96,224.04,71.63,5.99,534.23,32.42,Moderate
2024-09-19 16:30:12,1047.38,-9.44,230.53,56.76,5.45,874.42,62.15,High
2024-09-19 16:30:15,1017.07,44.05,13.67,53.77,9.75,502.19,23.81,Low
2024-09-19 16:30:27,1023.6,-5.14,33.27,82.98,17.91,431.21,34.85,Low
2024-09-19 16:30:36,1018.04,-7.92,4.28,67.06,6.08,309.35,67.57,Low
2024-09-19 16:30:42,1026.93,-9.42,126.13,54.42,1.74,892.4,10.94,Low
2024-09-19 16:30:52,980.73,27.93,145.0,53.1,15.68,518.16,27.66,Moderate
2024-09-19 16:31:04,1014.7,2.51,15.21,88.55,17.54,663.33,31.54,Moderate
2024-09-19 16:31:07,1003.52,20.32,163.6,89.36,18.57,813.84,44.1,High
2024-09-19 16:31:10,1043.8,45.11,0.37,54.18,16.6,254.94,51.5,Low
2024-09-19 16:31:13,1036.88,4.14,332.42,66.85,3.43,259.47,68.94,Low
2024-09-19 16:31:16,1020.23,51.31,145.75,41.06,8.15,655.26,24.17,Moderate
2024-09-19 16:31:19,1046.58,-0.14,86.98,77.08,17.97,764.51,66.6,High
2024-09-19 16:31:28,994.68,-1.15,167.1,82.47,5.89,421.28,38.33,Low
2024-09-19 16:31:44,1004.32,53.06,199.94,76.61,15.04,246.09,37.52,Low
2024-09-19 16:31:47,1018.39,7.54,262.08,76.72,5.32,599.35,54.52,Moderate
2024-09-19 16:31:53,1044.29,13.31,101.13,41.36,19.05,976.3,69.01,High
2024-09-19 16:31:59,999.67,30.39,275.33,40.38,0.6,255.45,24.29,Low
2024-09-19 16:32:02,1032.92,13.55,166.24,75.51,9.14,246.24,44.19,Low
2024-09-19 16:32:05,980.89,8.03,37.51,80.76,8.89,643.34,38.43,Moderate
2024-09-19 16:32:20,1025.67,-8.39,22.47,53.71,9.04,242.37,55.26,Low
2024-09-19 16:32:32,1002.23,55.89,336.34,75.05,13.84,542.83,51.54,Moderate
2024-09-19 16:32:36,1013.56,37.19,347.59,73.0,7.52,810.59,55.22,High
2024-09-19 16:32:39,1046.67,16.2,100.29,88.41,8.8,185.86,64.5,Low
2024-09-19 16:32:45,1006.01,35.11,27.9,52.53,9.96,685.48,35.57,Moderate
2024-09-19 16:32:54,1037.78,-3.33,311.99,73.22,17.48,142.3,49.94,Low
2024-09-19 16:33:03,1006.66,40.32,202.83,40.37,18.46,200.29,39.57,Low
2024-09-19 16:33:09,998.78,3.47,239.0,88.27,14.58,146.0,49.79,Low
2024-09-19 16:33:12,1028.88,31.18,26.41,39.68,14.16,622.4,39.2,Moderate
2024-09-19 16:33:15,983.64,31.02,29.45,71.47,14.04,688.01,54.24,Moderate
2024-09-19 16:33:18,1027.59,4.14,176.94,67.47,19.56,909.69,31.62,High
2024-09-19 16:33:27,1012.26,15.23,258.47,30.73,14.96,186.89,53.18,Low
2024-09-19 16:33:33,1028.65,2.19,196.0,56.88,9.6,415.71,32.46,Low
2024-09-19 16:33:36,1035.14,57.31,294.78,38.62,4.81,366.83,31.77,Low
2024-09-19 16:33:40,1000.18,54.25,116.86,61.73,0.45,954.65,68.94,High
2024-09-19 16:34:07,1025.04,37.94,308.34,34.06,19.48,851.31,52.49,High
2024-09-19 16:34:19,1029.78,39.46,231.36,73.49,5.33,672.86,56.12,Moderate
2024-09-19 16:34:25,1042.81,9.81,297.21,49.65,6.41,494.02,67.34,Low
2024-09-19 16:34:37,1018.35,18.65,3.65,60.67,4.05,766.51,16.03,Low
2024-09-19 16:34:40,1016.72,10.66,209.18,65.27,2.5,708.25,46.63,Moderate
2024-09-19 16:34:58,1008.5,16.92,38.04,68.85,2.38,209.67,67.37,Low
2024-09-19 16:35:05,1010.4,41.28,62.92,52.39,1.31,776.82,36.44,High
2024-09-19 16:35:14,1033.88,53.64,17.52,70.08,18.78,328.81,55.21,Low
2024-09-19 16:35:20,982.62,45.19,197.09,67.58,19.63,334.27,43.67,Low
2024-09-19 16:35:35,989.05,46.98,306.78,45.14,16.21,134.06,44.76,Low
2024-09-19 16:35:41,991.86,49.83,58.26,45.02,16.79,245.87,69.27,Low
2024-09-19 16:35:59,1014.79,-7.61,235.85,76.01,12.83,955.61,42.79,High
2024-09-19 16:36:02,1034.03,54.36,73.33,82.44,6.54,325.21,29.61,Low
2024-09-19 16:36:05,1028.12,27.77,112.17,62.65,19.32,501.62,52.22,Low
2024-09-19 16:36:27,994.2,11.25,192.91,30.24,6.87,996.56,46.45,High
2024-09-19 16:36:30,989.53,51.59,298.24,66.96,7.52,542.46,43.89,Moderate
2024-09-19 16:36:36,995.2,-1.56,118.91,57.61,14.49,612.83,58.73,Moderate
2024-09-19 16:36:45,995.61,-0.38,21.89,83.45,19.56,286.83,65.66,Low
2024-09-19 16:36:48,1002.7,5.11,33.39,85.6,2.91,761.16,59.18,High
2024-09-19 16:36:57,997.74,-0.09,136.83,54.21,3.43,221.03,19.77,Low
2024-09-19 16:37:03,986.56,-5.21,92.31,54.39,3.03,701.43,27.81,Moderate
2024-09-19 16:37:10,993.18,11.56,93.48,73.82,18.22,452.76,54.74,Low
2024-09-19 16:37:13,991.29,4.71,111.56,67.55,13.88,526.45,28.67,Moderate
2024-09-19 16:37:16,1039.5,1.84,34.45,52.52,15.67,607.67,39.35,Moderate
2024-09-19 16:37:19,990.27,0.8,38.57,41.05,6.65,372.14,22.99,Low
2024-09-19 16:37:34,1006.72,47.44,175.0,60.48,8.44,402.13,50.43,Low
2024-09-19 16:37:41,1008.96,-8.58,62.14,70.37,0.72,571.79,32.59,Moderate
2024-09-19 16:37:56,986.08,14.75,30.72,34.12,0.48,212.35,32.85,Low
2024-09-19 16:38:02,1027.91,13.44,58.35,79.64,14.66,649.93,68.79,Moderate
2024-09-19 16:38:05,1003.45,12.47,99.74,84.96,18.03,914.91,19.35,Low
2024-09-19 16:38:14,985.19,19.18,141.06,76.73,13.01,571.98,69.13,Moderate
2024-09-19 16:38:26,1023.24,43.2,198.2,76.98,15.88,428.01,10.32,Low
2024-09-19 16:39:09,1012.24,2.16,231.39,44.92,14.93,756.18,30.82,High
2024-09-19 16:39:13,1039.91,53.59,93.11,61.43,11.98,362.57,56.21,Low
2024-09-19 16:39:16,983.66,44.83,160.77,81.09,19.08,775.3,36.48,High
2024-09-19 16:39:23,1031.08,18.08,150.47,61.62,10.7,581.36,57.68,Moderate
2024-09-19 16:39:38,1019.68,14.4,247.16,43.0,16.6,749.0,64.29,High
2024-09-19 16:39:41,1002.24,10.72,251.71,48.49,2.28,995.84,19.13,Low
2024-09-19 16:39:50,1020.01,18.13,177.72,49.43,2.62,804.61,49.47,High
2024-09-19 16:39:53,1036.24,-8.87,58.93,42.96,10.33,718.48,48.77,Moderate
2024-09-19 16:40:08,1036.42,39.5,358.53,89.65,9.98,412.88,53.61,Low
2024-09-19 16:40:11,1038.66,3.86,163.91,70.67,10.19,506.19,54.0,Low
2024-09-19 16:40:30,988.0,3.3,184.13,89.41,1.51,298.11,21.06,Low
2024-09-19 16:40:33,1023.03,14.57,183.42,51.26,2.9,362.54,22.9,Low
2024-09-19 16:40:42,1023.8,41.89,171.17,49.23,19.75,999.51,27.71,Moderate
2024-09-19 16:40:45,1038.11,47.03,245.46,63.23,4.81,383.33,55.81,Low
2024-09-19 16:40:48,1042.07,41.42,273.84,47.98,15.69,606.22,42.69,Moderate
2024-09-19 16:40:54,1026.38,17.6,263.62,40.45,9.66,488.93,40.76,Low
2024-09-19 16:41:12,1036.39,-9.3,70.07,81.4,2.73,989.63,40.68,High
2024-09-19 16:41:19,982.46,16.43,217.52,54.87,7.79,351.17,65.92,Low
2024-09-19 16:41:31,1045.69,28.8,53.97,32.4,11.0,298.87,24.71,Low
2024-09-19 16:41:34,1030.3,48.41,337.27,68.17,6.69,735.74,49.57,High
2024-09-19 16:41:40,1027.63,22.57,184.15,59.13,6.02,725.97,51.02,Moderate
2024-09-19 16:41:43,982.42,27.94,77.86,63.85,5.57,413.42,10.13,Low
2024-09-19 16:41:58,1024.42,-7.63,58.61,40.16,13.53,263.3,12.24,Low
2024-09-19 16:42:02,1011.42,22.36,264.09,58.48,0.57,213.47,35.13,Low
2024-09-19 16:42:05,1028.14,20.03,136.04,49.58,10.1,683.31,23.38,Moderate
2024-09-19 16:42:17,1005.2,42.95,340.01,89.06,4.3,349.21,15.95,Low
2024-09-19 16:42:36,996.67,35.63,315.07,57.3,11.86,882.59,20.81,Moderate
2024-09-19 16:42:42,988.66,3.55,14.68,55.64,19.82,257.58,53.74,Low
2024-09-19 16:42:51,1001.32,-5.27,28.38,51.99,19.89,729.83,19.42,Low
2024-09-19 16:42:57,1049.44,18.72,259.67,54.31,3.54,817.39,23.68,Moderate
2024-09-19 16:43:00,999.67,43.52,186.76,79.84,12.79,894.48,26.09,Moderate
2024-09-19 16:43:03,990.02,6.29,19.25,76.33,11.8,124.22,45.38,Low
2024-09-19 16:43:06,1036.4,-8.77,33.27,69.72,2.0,972.62,56.5,High
2024-09-19 16:43:25,1026.53,51.56,238.33,72.51,11.08,509.23,19.98,Low
2024-09-19 16:43:28,1042.58,46.83,32.27,75.23,12.07,120.22,48.07,Low
2024-09-19 16:43:31,992.97,0.11,277.59,31.02,16.23,468.88,69.02,Low
2024-09-19 16:43:37,980.38,23.56,39.54,76.53,16.77,214.07,51.25,Low
